Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
483	NCT04333654	Hydroxychloroquine in Outpatient Adults With COVID-19		Recruiting	No Results Available	Coronavirus Infection	Drug: Hydroxychloroquine SAR321068|Drug: Placebo	Change from baseline to Day 3 in nasopharyngeal SARS-CoV-2 viral load (if quantitative PCR is available)|Number of participants by PCR result status (positive or negative) (if quantitative PCR is not available)|Change from baseline to Day 5 in nasopharyngeal SARS-CoV-2 viral load|Number of participants by PCR result status (positive or negative)|Number of participants with COVID-19 symptoms by severity|Time to resolution of COVID-19 Symptoms|Time to resolution of fever|Percentage of participants with resolution of fever|Percentage of participants hospitalized|Number of participants with Adverse Events	Sanofi	All	18 Years and older   (Adult, Older Adult)	Phase 1	210	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	EFC16855|2020-001269-35|U1111-1249-6168	March 31, 2020	May 2020	May 2020	April 3, 2020		April 13, 2020	Investigational Site Number 8400001, Boston, Massachusetts, United States|Investigational Site Number 2501001, Bordeaux Cedex, France		https://ClinicalTrials.gov/show/NCT04333654
484	NCT04338945	Impact of Pandemic COVID-19 on Surgical Specialities Residents in Italy		Enrolling by invitation	No Results Available	COVID	Behavioral: COVID-surgRES questionaire	Measure of the impact of COVID Emergency on surgical specialist training programs|Measure of impact of COVID Emergency on wellness of residents	Ospedale Policlinico San Martino	All	18 Years and older   (Adult, Older Adult)		1200	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	COVID-ItaliansurgRES-SPIGC	March 15, 2020	April 15, 2020	May 1, 2020	April 8, 2020		April 10, 2020	U.O.C. Chirurgia Generale Universitaria "V. Bonomo", Bari, Italy|Ospedale Perrino Asl Brindisi, Brindisi, Italy|Dipartimento di scienze mediche e chirurgiche, Università di Catanzaro, Catanzaro, Italy|Ospedale Policlinico San Martino, Genova, Italy|Azienda Ospedaliera San Camillo-Forlanini, Roma, Italy|IRCCS Fondazione Policlinico Universitario Agostino Gemelli, Roma, Italy|Ospedale Cristo re, Roma, Italy		https://ClinicalTrials.gov/show/NCT04338945
485	NCT04346420	Impact of the Double-Trunk Mask on Oxygenation Titration in COVID-19		Recruiting	No Results Available	COVID|Hypoxemia	Other: Standard interface|Device: Double-Trunk Mask	Change in O2 output|Comfort with the interfaces|Changes in PaO2|Changes in PaCO2|Changes in pH|Changes in respiratory rate	Cliniques universitaires Saint-Luc- Université Catholique de Louvain	All	18 Years and older   (Adult, Older Adult)	Not Applicable	15	Other	Interventional	Allocation: Non-Randomized|Intervention Model: Crossover Assignment|Masking: None (Open Label)|Primary Purpose: Supportive Care	DTM-001	April 9, 2020	June 30, 2020	June 30, 2020	April 15, 2020		April 15, 2020	Cliniques universitaires Saint-Luc, Brussels, Brussels Capital, Belgium		https://ClinicalTrials.gov/show/NCT04346420
486	NCT04337489	Remote Monitoring Use In Cases Of Suspected COVID-19 (Coronavirus)	REMOTE-COVID	Not yet recruiting	No Results Available	Coronavirus	Device: SensiumVitals wearable sensor	Deterioration resulting in healthcare review|Hospitalisation|Participant anxiety|Participant depression	Imperial College London|CW+ Charity	All	18 Years to 95 Years   (Adult, Older Adult)		200	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	REMOTE-COVID	April 1, 2020	April 1, 2021	April 1, 2021	April 7, 2020		April 7, 2020			https://ClinicalTrials.gov/show/NCT04337489
487	NCT04320238	Experimental Trial of rhIFNα Nasal Drops to Prevent 2019-nCOV in Medical Staff		Recruiting	No Results Available	2019 Novel Coronavirus Infection	Drug: recombinant human interferon Alpha-1b|Drug: thymosin alpha 1	new-onset COVID-19|Number of Participants with coronavirus related symptoms|Number of Participants with adverse effect	Shanghai Jiao Tong University School of Medicine	All	18 Years to 65 Years   (Adult, Older Adult)	Phase 3	2944	Other	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention	Interferon_prophylaxis	January 21, 2020	May 2020	June 2020	March 24, 2020		March 31, 2020	Taihe Hospital, Shiyan, Hubei, China		https://ClinicalTrials.gov/show/NCT04320238
488	NCT04296643	Medical Masks vs N95 Respirators for COVID-19		Not yet recruiting	No Results Available	Coronavirus|N95|Medical Mask	Device: Medical Mask|Device: N95 respirator	RT-PCR confirmed COVID-19 infection|Acute respiratory illness|Absenteeism|Lower respiratory infection|Pneumonia|ICU admission|Mechanical ventilation|Death	McMaster University|Vancouver Coastal Health|University of Alberta|Dalhousie University	All	18 Years and older   (Adult, Older Adult)	Not Applicable	576	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention	20006014	April 1, 2020	December 1, 2020	January 1, 2021	March 5, 2020		March 5, 2020			https://ClinicalTrials.gov/show/NCT04296643
489	NCT04351347	The Efficacy of Ivermectin and Nitazoxanide in COVID-19 Treatment		Not yet recruiting	No Results Available	COVID	Drug: Chloroquine|Drug: Nitazoxanide|Drug: Ivermectin	Number of patients with virological cure	Tanta University	All	Child, Adult, Older Adult	Phase 2|Phase 3	60	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	ivermecin covid	April 17, 2020	December 1, 2030	December 1, 2030	April 17, 2020		April 17, 2020	Tanta University, Tanta, Egypt		https://ClinicalTrials.gov/show/NCT04351347
490	NCT04343898	Study of the Treatment and Outcomes in Critically Ill Patients With COVID-19	STOP-COVID	Recruiting	No Results Available	Coronavirus Infection	Other: No intervention	14-Day Mortality|21-Day Mortality|28-Day Mortality|60-Day Mortality|90-Day Mortality|1-Year Mortality	Brigham and Women's Hospital	All	18 Years and older   (Adult, Older Adult)		2000	Other	Observational	Observational Model: Cohort|Time Perspective: Other	2007P000003	April 1, 2020	April 15, 2020	June 1, 2022	April 13, 2020		April 16, 2020	Brigham and Women's Hospital, Boston, Massachusetts, United States		https://ClinicalTrials.gov/show/NCT04343898
491	NCT04346342	PRactice of VENTilation in COVID-19 Patients (PRoVENT-COVID)		Recruiting	No Results Available	COVID|Mechanical Ventilation|Acute Respiratory Failure		Ventilation Mode|Tidal volume set|Expiratory tidal volume|Positive end-expiratory pressure|Maximum airway pressure or plateau pressure (Pplateau) or peak pressure (Ppeak) (cm H2O);|Level of pressure support above PEEP|Inspired fraction of oxygen|Set and measured respiratory rate|Inspiration to expiration ratio|Number of ventilation-free days and alive at day 28|Duration of ventilation in survivors;|Use of prone positioning|Use of recruitment maneuvers|Incidence of acute kidney injury|Duration of ICU stay|Duration of hospital stay|ICU mortality|Hospital mortality|28-day mortality|90-day mortality	Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA)	All	18 Years and older   (Adult, Older Adult)		1000	Other	Observational	Observational Model: Cohort|Time Perspective: Retrospective	PRoVENT-COVID	March 6, 2020	May 2020	August 2020	April 15, 2020		April 15, 2020	Flevoziekenhuis, Almere, Netherlands|Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA), Amsterdam, Netherlands|Onze Lieve Vrouwe Gasthuis, Amsterdam, Netherlands|Gelre hospitals, Apeldoorn, Netherlands|Rijnstate Hospital, Arnhem, Netherlands|Amphia Hospital, Breda, Netherlands|Reinier de Graaf Groep, Delft, Netherlands|Haga Hospital, Den Haag, Netherlands|Medical Center Haaglanden, Den Haag, Netherlands|Gelderse Vallei Hospital, Ede, Netherlands|Catharina Ziekenhuis, Eindhoven, Netherlands|Maxima Medical Center, Eindhoven, Netherlands|University Medical Center Groningen, Groningen, Netherlands|Spaarne Gasthuis, Haarlem, Netherlands|Dijklander Ziekenhuis, Hoorn, Netherlands|Medical Centre Leeuwarden, Leeuwarden, Netherlands|Maasstad Hospital, Rotterdam, Netherlands|Zuyderland Medical Centre, Sittard, Netherlands|UMC Utrecht, Utrecht, Netherlands		https://ClinicalTrials.gov/show/NCT04346342
492	NCT04319016	Clinical Characteristics of Coronavirus Disease 2019 (COVID-19) in Pregnancy	COVID-preg	Recruiting	No Results Available	Infection Viral	Other: pregnant women with laboratory-confirmed 2019-n-CoV	Maternal and perinatal outcomes	Federico II University	Female	Child, Adult, Older Adult		20	Other	Observational	Observational Model: Cohort|Time Perspective: Other	145/20	January 1, 2020	April 30, 2020	May 1, 2020	March 24, 2020		April 10, 2020	Gabriele Saccone, Napoli, Italy		https://ClinicalTrials.gov/show/NCT04319016
493	NCT04344561	Incline Positioning in COVID-19 Patients for Improvement in Oxygen Saturation	UPSAT	Not yet recruiting	No Results Available	COVID|Hypoxic Respiratory Failure	Other: Postural Positioning	Incidence of Mechanical Ventilation|Percentage of time in the assigned position|Number of participants with supplemental oxygen requirements|Change in mean oxyhemoglobin saturation|Change in Nocturnal Oxyhemoglobin saturation|Change in Heart Rate|Change in Respiratory Rate	Johns Hopkins University	All	18 Years and older   (Adult, Older Adult)	Not Applicable	70	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	IRB00246834	April 20, 2020	May 2021	May 2021	April 14, 2020		April 14, 2020			https://ClinicalTrials.gov/show/NCT04344561
494	NCT04346186	COVID-19: Investigation of Transmission and Immunisation Among Hospital Staff		Not yet recruiting	No Results Available	COVID	Diagnostic Test: IgM and IgG diagnostic kits to SARS-CoV-2|Diagnostic Test: Elisa-test for IgM and IgG to SARS-CoV-2	Positive IgM/IgG tests|Comparison of the point of care test and Elisa|Re-infection rate|IgM/IgG positive participants on follow-up test	Herlev Hospital|Nordsjaellands Hospital|Hvidovre University Hospital|Rigshospitalet, Denmark|Mental Health Services in the Capital Region, Denmark|University Hospital Bispebjerg and Frederiksberg	All	Child, Adult, Older Adult		30000	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	RegHCOVIDScreening	April 15, 2020	October 1, 2020	August 1, 2021	April 15, 2020		April 15, 2020	Herlev Hospital, Herlev, Region Hovedstaden, Denmark|Bispebjerg Hospital, København NV, Region Hovedstaden, Denmark|Psykiatrisk Center Ballerup, Ballerup, Denmark|Psykiatrisk Center København, Copenhagen, Denmark|Rigshospitalet, Copenhagen, Denmark|Psykiatrisk Center Amager, Copenhagen, Denmark|Psykiatrisk Center Stolpegaard, Gentofte, Denmark|Børne- og Ungdomspsykiatrisk Center, Glostrup, Denmark|Psykiatrisk Center Glostrup, Glostrup, Denmark|Nordsjaellands Hospital, Hillerød, Denmark|Psykiatrisk Center Nordsjælland, Hillerød, Denmark|Psykiatrisk Center Sankt Hans, Roskilde, Denmark|Bornholms Hospital, Rønne, Denmark|Psykiatrisk Center Bornholm, Rønne, Denmark		https://ClinicalTrials.gov/show/NCT04346186
495	NCT04302688	Accurate Classification System for Patients With COVID-19 Pneumonitis		Completed	No Results Available	Pneumonitis		survival status	Renmin Hospital of Wuhan University	All	Child, Adult, Older Adult		669	Other	Observational	Observational Model: Other|Time Perspective: Retrospective	COVID-19 WU1	December 10, 2019	February 10, 2020	March 4, 2020	March 10, 2020		March 10, 2020	Renmin Hospital of Wuhan University, Wuhan, Hubei, China		https://ClinicalTrials.gov/show/NCT04302688
496	NCT04347408	Rapid Diagnostics, Antibody Testing and Host Response in Children With COVID-19	RAPID-19	Not yet recruiting	No Results Available	COVID	Diagnostic Test: Loop mediated isothermal amplification COVID-19|Diagnostic Test: Covid-19 Antibody testing (IgG and IgM)|Diagnostic Test: Cytokine profile	SARS-Cov2 positive molecular testing of throat/nasal swabs|Immunoglobulins (G and M) to SARS-Cov2 in plasma|Blood cytokine levels	Queen's University, Belfast|Belfast Health and Social Care Trust	All	up to 15 Years   (Child)		150	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	282617	April 13, 2020	October 13, 2020	October 13, 2020	April 15, 2020		April 16, 2020	Royal Belfast Hospital for Sick Children, Belfast, United Kingdom		https://ClinicalTrials.gov/show/NCT04347408
497	NCT04316884	Mechanisms for Organ Dysfunction in Covid-19	UMODCOVID19	Recruiting	No Results Available	COVID-19|Organ Dysfunction Syndrome Sepsis|Organ Dysfunction Syndrome, Multiple|Septic Shock|Acute Kidney Injury|Acute Respiratory Distress Syndrome		Acute Kidney Injury|ARDS|30 day mortality|1 year mortality|Chronic Kidney Disease|SOFA-score	Uppsala University	All	18 Years and older   (Adult, Older Adult)		100	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	EPN 2017/043 Covid19	March 12, 2020	December 31, 2020	December 31, 2021	March 20, 2020		March 20, 2020	Uppsala University Hospital, Uppsala, Sweden		https://ClinicalTrials.gov/show/NCT04316884
498	NCT04333849	Telephony Or Videophony for Isolated elDerly in Maine-Et-Loire 49 During COVID-19	TOVID-49	Recruiting	No Results Available	Coronavirus		Preferred means of communication for elderly people in isolation, hospitalized in the acute care geriatric unit or residing at St Nicolas nursing home (Angers UH).|proportion of elderly people with loss of functional independence to communicate with their relatives.|level of satisfaction of patients who have benefited from a telephone call.|level of satisfaction of patients who have benefited from a videophone call.|satisfaction level of older people according to the means of communication used.|impact of age on the preferred means of communication.	University Hospital, Angers	All	70 Years and older   (Older Adult)		100	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	2020/29	March 27, 2020	September 2020	September 2020	April 3, 2020		April 8, 2020	Angers University Hospital, Angers, France		https://ClinicalTrials.gov/show/NCT04333849
499	NCT04348461	BAttLe Against COVID-19 Using MesenchYmal Stromal Cells		Not yet recruiting	No Results Available	COVID|Respiratory Distress Syndrome	Drug: Allogeneic and expanded adipose tissue-derived mesenchymal stromal cells	Efficacy of the administration of allogeneic mesenchymal stem cells derived from adipose tissue assessed by Survival Rate)|Safety of the administration of allogeneic mesenchymal stem cells derived from adipose tissue assessed by Adverse Event Rate	Instituto de Investigación Sanitaria de la Fundación Jiménez Díaz|Instituto de Investigación Sanitaria y Biomédica de Alicante|Hospital General Universitario Gregorio Marañon|Clinica Universidad de Navarra, Universidad de Navarra|Hospital Universitario de Salamanca|Hospital General Universitario de Alicante|Hospital Clínico Universitario Virgen de la Arrixaca	All	18 Years and older   (Adult, Older Adult)	Phase 2	100	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	BALMYS-19	April 6, 2020	September 15, 2020	September 30, 2020	April 16, 2020		April 16, 2020			https://ClinicalTrials.gov/show/NCT04348461
500	NCT04279899	The Investigation of the Neonates With or With Risk of COVID-19		Recruiting	No Results Available	Neonatal Infection|Perinatal Problems|Infectious Disease		The death of newborns with COVID-19|The SARS-CoV-2 infection of neonates born to mothers with COVID-19|The Chinese standardized Denver Developmental Screening Test (DDST) in neonates with or with risk of COVID-19|The small for gestational age newborns in the neonates born to mothers with COVID-19|The preterm delivery of neonates born to mothers with COVID-19|The disease severity of neonates with COVID-19	Children's Hospital of Fudan University	All	up to 28 Days   (Child)		100	Other	Observational	Observational Model: Case-Only|Time Perspective: Prospective	CHFudanU_NNICU14	February 1, 2020	November 30, 2020	December 31, 2020	February 21, 2020		February 21, 2020	Maternal and Child Health Hospital of Hubei Province, Wuhan, Hubei, China|Children Hospital of Fudan University, Shanghai, Shanghai, China		https://ClinicalTrials.gov/show/NCT04279899
501	NCT04290871	Nitric Oxide Gas Inhalation for Severe Acute Respiratory Syndrome in COVID-19.	NOSARSCOVID	Withdrawn	No Results Available	Coronavirus|SARS (Severe Acute Respiratory Syndrome)	Drug: Nitric Oxide Gas	SARS-free patients at 14 days|Survival at 28 days|Survival at 90 days|SARS-free days at 28 days|SARS -free days at 90 days|Renal Replacement Therapy|Liver Failure|Mechanical Support of Circulation|PaO2/FiO2 ratio in ambient air	Xijing Hospital|Massachusetts General Hospital|Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico	All	18 Years and older   (Adult, Older Adult)	Phase 2	0	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Outcomes Assessor)|Primary Purpose: Treatment	NO-SARS-COVID-19	March 23, 2020	March 1, 2021	March 1, 2022	March 2, 2020		March 24, 2020			https://ClinicalTrials.gov/show/NCT04290871
502	NCT04337151	Blood Titanium Analysis of Patients With MAGEC Spine Rods in the COVID-19 Environment		Recruiting	No Results Available	MAGEC Rod	Device: MAGEC Spine Rod|Diagnostic Test: Titanium blood test	Titanium level	Royal National Orthopaedic Hospital NHS Trust	All	Child, Adult, Older Adult		100	Other	Observational	Observational Model: Case-Control|Time Perspective: Retrospective	RNOH MAGEC	April 2020	January 2021	March 2021	April 7, 2020		April 7, 2020	Royal National Orthopaedic Hospital, Stanmore, United Kingdom		https://ClinicalTrials.gov/show/NCT04337151
503	NCT04341493	Hydroxychloroquine vs Nitazoxanide in Patients With COVID-19		Recruiting	No Results Available	Coronavirus Infection	Drug: Nitazoxanide 500 MG|Drug: Hydroxychloroquine	Mechanical ventilation requirement	Hugo Mendieta Zeron|Materno-Perinatal Hospital of the State of Mexico	All	5 Years and older   (Child, Adult, Older Adult)	Phase 4	86	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Treatment	2020-03-681	April 6, 2020	August 30, 2020	December 30, 2020	April 10, 2020		April 10, 2020	Materno-Perinatal Hospital "Mónica Pretelini", Toluca, Mexico		https://ClinicalTrials.gov/show/NCT04341493
504	NCT04315480	Tocilizumab for SARS-CoV2 (COVID-19) Severe Pneumonitis		Active, not recruiting	No Results Available	SARS Pneumonia	Drug: Tocilizumab	arrest in deterioration of pulmonary function|improving in pulmonary function|need of oro-tracheal intubation|death	Università Politecnica delle Marche|Azienda Ospedaliera Ospedali Riuniti Marche Nord	All	18 Years to 90 Years   (Adult, Older Adult)	Phase 2	38	Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	TOCICOV-1	March 12, 2020	April 9, 2020	May 2020	March 19, 2020		April 13, 2020	Università Politecnica delle Marche, Ancona, AN, Italy	"Study Protocol", https://ClinicalTrials.gov/ProvidedDocs/80/NCT04315480/Prot_000.pdf	https://ClinicalTrials.gov/show/NCT04315480
505	NCT04340479	The Use of Ultrasound in Establishing COVID-19 Infection as Part of a Trauma Evaluation		Not yet recruiting	No Results Available	COVID|Trauma|Ultrasound	Diagnostic Test: Ultrasound lung imaging as part of FAST+ evaluation	Correlation of FAST+ pulmonary findings with active COVID infection|Description of additional ancillary findings of the FAST+ examination among infected and non-infected patients	University of Colorado, Denver	All	Child, Adult, Older Adult		20	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	20-0751	May 1, 2020	May 1, 2021	May 1, 2021	April 9, 2020		April 10, 2020	Children's Hospital Colorado, Aurora, Colorado, United States		https://ClinicalTrials.gov/show/NCT04340479
506	NCT03808922	Phase III DAS181 Lower Tract PIV Infection in Immunocompromised Subjects (Substudy: DAS181 for COVID-19): RCT Study		Recruiting	No Results Available	Lower Respiratory Tract Infection|Parainfluenza|Immunocompromised|COVID-19	Drug: DAS181|Drug: Placebo|Drug: DAS181 COVID-19|Drug: DAS181 OL	Percent of subjects who Return to Room Air (RTRA) (main study)|Percent of subjects with improved COVID-19 Clinical Status Scale (sub-study)|All-cause mortality rate (main study)|Time (in days) to RTRA (main study)|Percent of subjects who achieve clinical stability (main study)|Percent of subjects discharged (without mortality and hospice) (main study)|Time (in days) to first hospital discharge (without hospice) (main study)|Total number of inpatient days (main study)|Baseline SAD-RV infection-related mortality rate (main study)|Change in pulmonary function (FEV1% predicted) (main study)|Time to improved COVID19 clinical status (Sub-study)|Time to RTRA|Time to Clinical stability|Time to SARS-CoV-2 RNA in the respiratory specimens being undetectable|Time to Clinical deterioration|Time to Discharge from hospital (without readmission before Day 28).|Time to Death (all causes)	Ansun Biopharma, Inc.	All	Child, Adult, Older Adult	Phase 3	250	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	DAS181-3-01|2018-004318-16	May 23, 2019	April 30, 2021	December 28, 2021	January 18, 2019		April 17, 2020	City of Hope cancer Center, Duarte, California, United States|UCLA, Los Angeles, California, United States|Children's Hospital Colorado, Aurora, Colorado, United States|Ann & Robert H. Lurie Children's Hospital of Chicago, Chicago, Illinois, United States|University of Chicago, Chicago, Illinois, United States|Loyola University Medical Center, Maywood, Illinois, United States|University of Kansas Medical Center, Fairway, Kansas, United States|Brigham and Women's Hospital, Boston, Massachusetts, United States|Washington University, Saint Louis, Missouri, United States|University of Nebraska Medical Center, Omaha, Nebraska, United States|Duke University, Durham, North Carolina, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|Oregon Health & Science University, Portland, Oregon, United States|University of Pennsylvania, Philadelphia, Pennsylvania, United States|University of Pittsburgh Medical Center Health System, Pittsburgh, Pennsylvania, United States|Vanderbilt University Medical Center, Nashville, Tennessee, United States|Cook Children's, Fort Worth, Texas, United States|MD Anderson, Houston, Texas, United States|VCU Health System, Richmond, Virginia, United States|Seattle Children's Hospital, Seattle, Washington, United States|Fred Hutchinson Cancer Research Center, Seattle, Washington, United States|Medical College of Wisconsin, Milwaukee, Wisconsin, United States|Westmead Hospital, Sydney, New South Wales, Australia|The Wesley Hospital, Brisbane, Queensland, Australia|Peter MacCallum Cancer Centre, Melbourne, Victoria, Australia|Royal Melbourne Hospital, Melbourne, Victoria, Australia|Seoul National University Bundang Hospital, Seongnam-si, Guenoggi-do, Korea, Republic of|Samsung Medical Center, Gangnam-gu, Seoul, Korea, Republic of|Seoul National University Hospital, Jongno-gu, Seoul, Korea, Republic of|The Catholic University of Korea, Seoul St. Mary's Hospital, Seocho-gu, Seoul, Korea, Republic of|Asan Medical Center, Songpa-gu, Seoul, Korea, Republic of|National Taiwan University Hospital, Zhongzheng Dist., Taipei City, Taiwan		https://ClinicalTrials.gov/show/NCT03808922
507	NCT04328454	Clinical Characteristics and Prognostic Factors of Patients With COVID-19		Recruiting	No Results Available	Coronavirus	Other: retrospective analysis	Time to negative conversion of severe acute respiratory syndrome coronavirus 2|Length of stay in hospital|Survival|Intubation	Shanghai 10th People's Hospital|Chibi People's Hospital, Hubei Province	All	18 Years and older   (Adult, Older Adult)		120	Other	Observational	Observational Model: Cohort|Time Perspective: Retrospective	HBCBH-IEC-2020-101	January 30, 2020	April 2, 2020	April 15, 2020	March 31, 2020		March 31, 2020	Shanghai 10th People's Hospital, Shanghai, Shanghai, China		https://ClinicalTrials.gov/show/NCT04328454
508	NCT04346446	Efficacy of Convalescent Plasma Therapy in Severely Sick COVID-19 Patients		Recruiting	No Results Available	COVID	Biological: Convalescent Plasma Transfusion|Other: Supportive Care	Proportion of patients remaining free of mechanical ventilation in both groups|Mortality in both groups|Improvement in Pa02/Fi02 ratio in both groups|Improvement in SOFA score in both groups|Duration of hospital Stay in both group.|Duration of Intensive Care Unit stay in both groups.|Requirements of Vasopressor in both groups.|Days free of dialysis in both groups.	Institute of Liver and Biliary Sciences, India	All	18 Years to 65 Years   (Adult, Older Adult)	Phase 2	20	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	ILBS-COVID-02	April 14, 2020	June 30, 2020	June 30, 2020	April 15, 2020		April 17, 2020	Maulana Azad medical College, New Delhi, Delhi, India|Institute of Liver and Biliary Sciences, New Delhi, Delhi, India		https://ClinicalTrials.gov/show/NCT04346446
509	NCT04327804	A Longitudinal Study of COVID-19 Positive Patients Testing Nasal Swabs and Collecting Blood Samples for Research		Recruiting	No Results Available	SARS-CoV Infection	Diagnostic Test: Odd/Even birth year intervention groups	Detection of SARS-CoV-2 virus|Trajectory of COVID-19 and antibody development	Dr. Deneen Vojta|PATH|Mayo Clinic|Bill and Melinda Gates Foundation|UnitedHealth Group	All	Child, Adult, Older Adult		120	Industry|Other	Observational	Observational Model: Case-Only|Time Perspective: Prospective	20-002	March 25, 2020	April 3, 2020	April 10, 2020	March 31, 2020		April 14, 2020	Everett Clinic, Seattle, Washington, United States		https://ClinicalTrials.gov/show/NCT04327804
510	NCT04345640	The Spectrum and Profile of COVID-19 Infection and Its Impact on Liver.		Recruiting	No Results Available	Liver Cirrhoses	Other: no intervention	Spontaneous recovery or death in both groups|Severity of prior as well as present decompensation in both groups|Duration of prior as well as present decompensation in both groups|Improvement in severity assessment Indices Model for End Stage Liver Disease (MELD) scores in both groups|Improvement in severity assessment Indices Child-Turcotte-Pugh (CTP) scores in both groups|Improvement in severity assessment Indices Sequential Organ Failure Assessment (SOFA) scores in both groups|Improvement in severity assessment Indices Acute Physiology And Chronic Health Evaluation (APACHE) scores II in both groups|Improvement in severity assessment Indices Chronic Liver Failure-Sequential Organ Failure Assessment (CLIF SOFA) scores in both groups.	Institute of Liver and Biliary Sciences, India	All	18 Years to 70 Years   (Adult, Older Adult)		100	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	ILBS-COVID-01	April 14, 2020	June 30, 2020	June 30, 2020	April 14, 2020		April 15, 2020	Institute of Liver and Biliary Sciences, New Delhi, Delhi, India		https://ClinicalTrials.gov/show/NCT04345640
511	NCT04325906	Early PP With HFNC Versus HFNC in COVID-19 Induced Moderate to Severe ARDS		Not yet recruiting	No Results Available	Prone Positioning|High Flow Nasal Cannula|Acute Respiratory Distress Syndrome|Corona Virus Infection	Device: high flow nasal cannula (HFNC)|Procedure: Prone positioning (PP)	Treatment failure|Intubation rate|Efficacy of PP	Rush University Medical Center|Medical College of Wisconsin	All	18 Years and older   (Adult, Older Adult)	Not Applicable	346	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	COVID-19-HFNC+PP	April 6, 2020	May 31, 2020	June 30, 2020	March 30, 2020		April 3, 2020	Rush University Medical Center, Chicago, Illinois, United States|Medical College of Wisconsin, Wauwatosa, Wisconsin, United States		https://ClinicalTrials.gov/show/NCT04325906
512	NCT04344964	Endoscopy-related Phone Consultation During the COVID-19 Outbreak		Not yet recruiting	No Results Available	Colon Polyp|Colon Disease|Reflux, Gastroesophageal|Varices, Esophageal	Other: None - NA	Failed to attend patients|Patient satisfaction with the phone consult|Consultant satisfaction with the phone consult	Austin Health	All	18 Years and older   (Adult, Older Adult)		150	Other	Observational	Observational Model: Case-Control|Time Perspective: Prospective	38839	April 15, 2020	June 15, 2020	June 15, 2020	April 14, 2020		April 15, 2020			https://ClinicalTrials.gov/show/NCT04344964
