Rank	NCT Number	Title	Acronym	Status	Study Results	Conditions	Interventions	Outcome Measures	Sponsor/Collaborators	Gender	Age	Phases	Enrollment	Funded Bys	Study Type	Study Designs	Other IDs	Start Date	Primary Completion Date	Completion Date	First Posted	Results First Posted	Last Update Posted	Locations	Study Documents	URL
775	NCT04346082	Feasibility of Online Based Mindfulness Interventions During COVID-19 Outbreak		Not yet recruiting	No Results Available	Stress	Behavioral: online mindfulness group	rate of recruitment|rate of attendence|Depression, Anxiety and Stress Scale (DASS-21)|Sense of Coherence Scale	Chinese University of Hong Kong	All	18 Years and older   (Adult, Older Adult)	Not Applicable	30	Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	online-mind	May 1, 2020	April 30, 2021	April 30, 2021	April 15, 2020		April 15, 2020	School of public health and primary care, Hong Kong, Hong Kong		https://ClinicalTrials.gov/show/NCT04346082
776	NCT04326114	Effectiveness and Safety of Respiratory Training in the Prevention and Severity of COVID-19		Not yet recruiting	No Results Available	Disease, Infectious|Respiratory Disease|Safety Issues|Effectiveness	Device: Inspiratory training device|Device: Expiratory training device	COVID-19 disease diagnosis|COVID-19 disease symptoms severity|Adverse effects	Universidad Complutense de Madrid	All	18 Years and older   (Adult, Older Adult)	Not Applicable	240	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention	Covid_ISCIII 20/265-E_BS	April 26, 2020	September 26, 2020	October 12, 2020	March 30, 2020		March 30, 2020			https://ClinicalTrials.gov/show/NCT04326114
777	NCT04361253	Evaluation of SARS-CoV-2 (COVID-19) Antibody-containing Plasma thErapy	(ESCAPE)	Not yet recruiting	No Results Available	COVID|Infectious Disease	Biological: High-Titer COVID-19 Convalescent Plasma (HT-CCP)|Biological: Standard Plasma (FFP)	Modified WHO Ordinal Scale (MOS) score	Brigham and Women's Hospital	All	12 Months and older   (Child, Adult, Older Adult)	Phase 3	220	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment	2020P001215	April 2020	June 2021	December 2021	April 24, 2020		April 27, 2020			https://ClinicalTrials.gov/show/NCT04361253
778	NCT04322123	Safety and Efficacy of Hydroxychloroquine Associated With Azythromycin in SARS-Cov-2 Virus (COVID-19)	Coalition-I	Recruiting	No Results Available	Coronavirus Infections	Drug: Hydroxychloroquine Oral Product|Drug: Hydroxychloroquine + azithromycin	Evaluation of the clinical status|Ordinal scale in 7 days|Need of intubation and mechanical ventilation|Use of mechanical ventilation during hospital stay|Use of non-invasive ventilation|Hospital Length of Stay|All-cause mortality|Thromboembolic complications|Acute renal disfunction|Presence of virus at day 10 in subset of 180 patients	Hospital do Coracao|Hospital Israelita Albert Einstein|Hospital Sirio-Libanes|Brazilian Research In Intensive Care Network|EMS	All	18 Years and older   (Adult, Older Adult)	Phase 3	630	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	Brazil COVID Coalition I Trial	April 1, 2020	August 30, 2020	August 30, 2020	March 26, 2020		April 13, 2020	Hospital Geral Clériston Andrade, Feira De Santana, BA, Brazil|Hospital Ana Nery - HAN/SESAB, Salvador, BA, Brazil|HHospital SAMUR, Vitória Da Conquista, BA, Brazil|Hospital Geral de Vitória da Conquista, Vitória Da Conquista, BA, Brazil|Hospital de Brasília, Brasilia, DF, Brazil|Instituto de Cardiologia do Distrito Federal, Brasília, DF, Brazil|Hospital Maternidade São José - UNESC - Fundação Social Rural de Colatina, Colatina, ES, Brazil|Hospital Vila da Serra, Nova Lima, MG, Brazil|Santa Casa de Misericórdia de São João Del Rei, São João Del Rei, MG, Brazil|Associação Evangélica Beneficente de Londrina - Hospital Evangélico de Londrina, Londrina, PR, Brazil|Instituto Estadual do Cérebro Paulo Niemeyer, Rio De Janeiro, RJ, Brazil|Hospital Geral de Caxias do Sul, Caxias do Sul, RS, Brazil|Hospital Santa Rita - Irmandade Santa Casa de Porto Alegre, Porto Alegre, RS, Brazil|Hospital São Francisco - Irmandade Santa Casa de Porto Alegre, Porto Alegre, RS, Brazil|Hospital São José, Criciuma, SC, Brazil|Hospital Baía Sul - Baía Sul Medical Center, Florianópolis, SC, Brazil|Hospital Nereu Ramos, Florianópolis, Sc, Brazil|Centro Hospitalar Unimed, Joinville, SC, Brazil|Hospital de Amor - Unidade Barretos (Fundação PIO XII), Barretos, SP, Brazil|Casa de Saúde Santa Marcelina, São Paulo, SP, Brazil|Hospital Albert Einstein, São Paulo, SP, Brazil|Hospital Beneficência Portuguesa - Real e Benemérita Associação Portuguesa de Beneficência, São Paulo, SP, Brazil|Hospital BP Mirante - Real e Benemérita, São Paulo, SP, Brazil|Hospital das Clínicas da FMUSP, São Paulo, SP, Brazil|Hospital do Servidor Público Estadual - HSPE - IAMSPE, São Paulo, SP, Brazil|Hospital São Paulo - UNIFESP, São Paulo, SP, Brazil|Hospital Sírio-Libanês, São Paulo, SP, Brazil|Hospital SEPACO, São Paulo, S, Brazil		https://ClinicalTrials.gov/show/NCT04322123
779	NCT04358627	Dexmedetomidine to Improve Outcomes of ARDS in Critical Care COVID-19 Patients	COVID-DEX	Not yet recruiting	No Results Available	Acute Respiratory Distress Syndrome|Inflammation|Dexmedetomidine|Cytokine Storm|Delirium, Emergence	Drug: Dexmedetomidine Injectable Product	Mechanical ventilation|Duration of mechanical ventilation|Delirium on recovery from sedation	Hospital Clinic of Barcelona	All	18 Years to 99 Years   (Adult, Older Adult)		80	Other	Observational	Observational Model: Case-Control|Time Perspective: Prospective	SPEC-M|SPEC-M COVID-19	April 15, 2020	May 30, 2020	June 30, 2020	April 24, 2020		April 24, 2020			https://ClinicalTrials.gov/show/NCT04358627
780	NCT04346589	Convalescent Antibodies Infusion in Critically Ill COVID 19 Patients		Not yet recruiting	No Results Available	Pneumonia, Ventilator-Associated|Coronavirus Infection	Biological: Anti-coronavirus antibodies (immunoglobulins)obtained with DFPP from convalescent patients	Number of mechanical ventilation days.|Survival|Shift to Continuous Positive Airway Pressure (CPAP) ventilation|Referral to a sub-intensive care unit or discharge	A.O. Ospedale Papa Giovanni XXIII|Aferetica - Italy (BO)	All	18 Years and older   (Adult, Older Adult)	Not Applicable	10	Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	DFPP COVID 19	April 2020	July 2020	July 2020	April 15, 2020		April 17, 2020	IRFMN - Clinical Research Center for Rare Diseases, Ranica, BG, Italy|ASST HPG23 - Unit of Nephrology, Bergamo, Italy|ASST Papa Giovanni XXIII - Microbiology and Virology Unit, Bergamo, Italy|Asst Pg23 - S.I.M.T, Bergamo, Italy|ASST-PG23 - Intensive Care Unit, Bergamo, Italy		https://ClinicalTrials.gov/show/NCT04346589
781	NCT04346953	Video-Based Exercise for Individuals With Social Isolation Due to Coronavirus (COVID-19)		Not yet recruiting	No Results Available	Healthy Lifestyle	Behavioral: Video based exercise	International Physical Activity Questionnaire - Short Form|Nottingham Health Profile|Beck Depression Inventory|Beck Anxiety Inventory|Pittsburgh Sleep Quality Index|Timed Get Up and Go Test|Flamingo Balance Test	Istinye University	All	40 Years to 60 Years   (Adult)	Not Applicable	128	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Participant)|Primary Purpose: Prevention	002	April 20, 2020	June 1, 2020	July 31, 2020	April 15, 2020		April 15, 2020			https://ClinicalTrials.gov/show/NCT04346953
782	NCT04324047	Cohort Multiple Randomized Controlled Trials Open-label of Immune Modulatory Drugs and Other Treatments in COVID-19 Patients	CORIMUNO-19	Recruiting	No Results Available	Corona Virus Infection		Survival|WHO progression scale COVID 19	Assistance Publique - Hôpitaux de Paris	All	18 Years and older   (Adult, Older Adult)		1000	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	APHP200375|2020-001246-18	March 27, 2020	March 27, 2021	December 31, 2021	March 27, 2020		April 1, 2020	Kremlin Bictre APHP, Le Kremlin-Bicêtre, Ile De France, France|Cochin Aphp, Paris, Ile De France, France|Hegp Aphp, Paris, Ile De France, France		https://ClinicalTrials.gov/show/NCT04324047
783	NCT04363502	Use of the Interleukin-6 Inhibitor Clazakizumab in Patients With Life-threatening COVID-19 Infection		Not yet recruiting	No Results Available	COVID	Drug: Clazakizumab|Drug: Placebo	Change in C-reactive protein (CRP) level	Johns Hopkins University	All	18 Years to 100 Years   (Adult, Older Adult)	Phase 2	30	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Care Provider, Investigator)|Primary Purpose: Treatment	IRB00247932	April 2020	July 2020	July 2020	April 27, 2020		April 27, 2020			https://ClinicalTrials.gov/show/NCT04363502
784	NCT04315870	Clinical Characteristics of Coronavirus Disease 2019 (COVID-19) in Pregnancy: The Italian Registry on Coronavirus in Pregnancy.	I-COVID	Recruiting	No Results Available	Infection Viral	Other: pregnant women with laboratory-confirmed 2019-n-CoV	Maternal and perinatal outcomes	Federico II University	Female	18 Years to 50 Years   (Adult)		20	Other	Observational	Observational Model: Cohort|Time Perspective: Other	5/20	January 1, 2020	April 20, 2020	April 30, 2020	March 20, 2020		March 20, 2020	University of Naples Federico II, Napoli, Italy		https://ClinicalTrials.gov/show/NCT04315870
785	NCT04342702	A Study on the Prospective Cohort Library of COVID-19 in Southeran		Active, not recruiting	No Results Available	Follow-up|COVID-19|Infectious Diseases|Respiratory		days to cure|Days of turning negative on RT-PCR test|36-Item Short Form Survey Instrument (SF-36)|C-reactive protein|number of cases returning to positive result in RT-PCR test|Number of positive outcome of IgG for antibody of COVID-19	Second Affiliated Hospital of Wenzhou Medical University|Wenzhou Medical University|First Affiliated Hospital of Wenzhou Medical University|Wenzhou Central Hospital And Sixth People's Hospital of Wenzhou Medical University|Yueqing Hospital of Wenzhou Medical University|Ruian Hospital of Wenzhou Medical University|Cangnan Hospital of Wenzhou Medical University|Pingyang Hospital of Wenzhou Medical University|Yongjia People's Hospital	All	Child, Adult, Older Adult		504	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	SAHoWMU-CR2020-NCP-202	March 16, 2020	March 2021	March 2021	April 13, 2020		April 13, 2020	Wenzhou Medical University, Wenzhou, Zhejiang, China|The Second Affiliated Hospital and Yuying Children's Hospital of Wenzhou Medical University, Wenzhou, Zhejiang, China		https://ClinicalTrials.gov/show/NCT04342702
786	NCT04351906	Low-flow Extracorporeal Carbon Dioxide Removal in COVID-19-associated Acute Respiratory Distress Syndrome		Not yet recruiting	No Results Available	ARDS|Hypercapnic Respiratory Failure|AKI	Device: ECCO2R	Delta change in arterial partial pressure of carbon dioxide during ECCO2R treatment|Change in vasopressor use during ECCO2R|Assessment of changes in tidal volume during ECCO2R|Assessment of changes in pH during ECCO2R|Assessment of changes in Positive End-Expiratory Pressure during ECCO2R|Number of participants with adverse events directly related to ECCO2R|Rate of technical adverse events related to ECCO2R|Delta change in venous partial pressure of carbon dioxide before and after ECCO2R membrane	University of Giessen	All	18 Years and older   (Adult, Older Adult)	Not Applicable	20	Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	AZ 63/20	April 2020	April 2020	May 2020	April 17, 2020		April 27, 2020	University Hospital Giessen and Marburg, Giessen, Giessen, Hessen, Germany		https://ClinicalTrials.gov/show/NCT04351906
787	NCT04337918	Nitric Oxide Releasing Solutions to Prevent and Treat Mild/Moderate COVID-19 Infection	NOCOVID	Not yet recruiting	No Results Available	Corona Virus Infection	Drug: NORS (Nitric Oxide Releasing Solution)	Prevention Study: Measure the effect of NORS on the prevention of COVID-19 infection among health care professionals at risk of exposure to COVID-19|Treatment Sub Study: Measure the efficacy of NORS at reducing the progression of COVID- 19|Prevention Study: Measure the effect of NORS on the prevention of progression of COVID- 19|Prevention Study: Measure the tolerability of NORS treatments|Treatment Sub Study: Measure the virucidal effect of NORS Treatments|Treatment Sub Study: Determine effect of NORS on the speed of clinical recovery|Treatment Sub Study: Determine the reduction in clinical symptoms|Treatment & Sub Study: Determine positive sero-conversion for SARS-CoV-2	Sanotize Research and Development corp.|The Emmes Company, LLC	All	19 Years and older   (Adult, Older Adult)	Phase 2	200	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Prevention	COVID-CTP-01	April 27, 2020	July 31, 2020	September 30, 2020	April 8, 2020		April 24, 2020			https://ClinicalTrials.gov/show/NCT04337918
788	NCT04326036	Use of cSVF Via IV Deployment for Residual Lung Damage After Symptomatic COVID-19 Infection	GARM-COVID19	Enrolling by invitation	No Results Available	Pulmonary Alveolar Proteinosis|COPD|Idiopathic Pulmonary Fibrosis|Viral Pneumonia|Coronavirus Infection|Interstitial Lung Disease	Procedure: Microcannula Harvest Adipose Derived tissue stromal vascular fraction (tSVF)|Device: Centricyte 1000|Procedure: IV Deployment Of cSVF In Sterile Normal Saline IV Solution|Drug: Liberase Enzyme (Roche)|Drug: Sterile Normal Saline for Intravenous Use	Incidence of Treatment-Emergent Adverse Events|Pulmonary Function Analysis|Digital Oximetry	Healeon Medical Inc|Robert W. Alexander, MD	All	18 Years to 90 Years   (Adult, Older Adult)	Early Phase 1	10	Industry|Other	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	GARM COVID19	March 25, 2020	November 1, 2021	December 31, 2021	March 30, 2020		March 31, 2020	Robert W. Alexander, MD, FICS, LLC, Stevensville, Montana, United States		https://ClinicalTrials.gov/show/NCT04326036
789	NCT04344548	Phase I / II Clinical Study of Immunotherapy Based on Adoptive Cell Transfer as a Therapeutic Alternative for Patients With COVID-19 in Colombia		Not yet recruiting	No Results Available	COVID	Biological: Allogeneic NK transfer	Adverse effects and Safety|NK transfer Immunogenicity	Universidad Nacional de Colombia|Fundación Salud de los Andes	All	18 Years and older   (Adult, Older Adult)	Phase 1|Phase 2	10	Other	Interventional	Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	UNAL FSA COVID	April 13, 2020	June 10, 2020	November 10, 2020	April 14, 2020		April 14, 2020	Fundacion Salud De Los Andes, Bogotá, Bogotá Distrito Capital, Colombia|Universidad Nacional de Colombia, Bogota, Cundinamarca, Colombia		https://ClinicalTrials.gov/show/NCT04344548
790	NCT04322396	Proactive Prophylaxis With Azithromycin and Chloroquine in Hospitalized Patients With COVID-19	ProPAC-COVID	Recruiting	No Results Available	Virus Diseases|Infection Viral|Corona Virus Infection	Drug: Azithromycin|Drug: Hydroxychloroquine|Drug: Placebo oral tablet	Number of days alive and discharged from hospital within 14 days|Categorization of hospitalization status|Admitted to intensive care unit, if admitted to ICU then length of stay|Have used Non-invasive ventilation (NIV) during hospitalization|Mortality|Length of hospitalization|Days alive and discharged from hospital|Number of readmissions (all causes)|Number of days using non-invasive ventilation (NIV)|Change in patient's oxygen partial pressure|Change in patient's carbondioxid partial pressure|Level of pH in blood|Time for no oxygen supplement (or regular oxygen supplement "LTOT")	Chronic Obstructive Pulmonary Disease Trial Network, Denmark	All	Child, Adult, Older Adult	Phase 2	226	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	KronLungesyg_COVID_19_protokol	April 6, 2020	October 31, 2020	March 31, 2021	March 26, 2020		April 13, 2020	Aalborg Sygehus, Aalborg, Denmark|Bispebjerg Hospital, Copenhagen, Denmark|Herlev-Gentofte Hospital, Copenhagen, Denmark|Hvidovre Hospital, Copenhagen, Denmark|Nordsjællands Hospital, Hillerød, Denmark|Odense Universitetshospital, Odense, Denmark|Roskilde Sygehus, Roskilde, Denmark|Slagelse Sygehus, Slagelse, Denmark		https://ClinicalTrials.gov/show/NCT04322396
791	NCT04346693	An Open Randomized Study of Dalargin Effectiveness in Patients With Severe and Critical Manifestations of SARS-COVID-19		Enrolling by invitation	No Results Available	Acute Respiratory Tract Infection|Acute Respiratory Insufficiency|Pneumonia|Septic Shock|Hypoxemia	Procedure: Standard therapy recommended by the Ministry of Health of the Russian Federation.|Procedure: Standard therapy recommended by the Ministry of Health of the Russian Federation and Dalargin intramuscular injection|Procedure: Standard therapy recommended by the Ministry of Health of the Russian Federation and Dalargin inhalation|Procedure: Standard therapy recommended by the Ministry of Health of the Russian Federation and Dalargin intramuscular injection combined with Dalargin inhalation	The change of viral load in patients with SARS-COVID-19.|The frequency of development of Acute Respiratory Distress Syndrome (ADRS)|Duration of hospitalization|The frequency of early mortality|The frequency of late mortality|Clinical status at the time of completion of participation in the study	Burnasyan Federal Medical Biophysical Center	All	18 Years to 80 Years   (Adult, Older Adult)	Phase 3	320	Other	Interventional	Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	DAL-05-04-2020	April 8, 2020	December 2020	December 2020	April 15, 2020		April 15, 2020	Burnasyan Federal Medical Biophysical Center FMBA of Russia, Moscow, Russian Federation		https://ClinicalTrials.gov/show/NCT04346693
792	NCT04341610	ASC Therapy for Patients With Severe Respiratory COVID-19	ASC COVID-19	Not yet recruiting	No Results Available	Respiratory Tract Diseases	Drug: Stem Cell Product	Changes in clinical critical treatment index|Days of respirator treatment|Improvement of clinical symptoms including duration of fever and respiratory need|Mortality|Marker of Immunological function -CD4+ and CD8+ T cell count|C-reactive protein and leucocyte|Cytokine profile|Glomerular Filtration Rate|Duration of hospitalization	Rigshospitalet, Denmark	All	18 Years to 80 Years   (Adult, Older Adult)	Phase 1|Phase 2	40	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment	EudraCT number: 2020-001330-36	April 20, 2020	January 30, 2021	April 30, 2021	April 10, 2020		April 10, 2020	2014 Department of Cardiology, The Heart Centre, University Hospital Rigshospitalet, Copenhagen, Denmark		https://ClinicalTrials.gov/show/NCT04341610
793	NCT04352699	Outcomes of Urological Surgery During Periods of Social COVID-19 Containemnt: is it Reasonable to Limit Access to Surgical Care for All?		Recruiting	No Results Available	Surgery|Complication of Surgical Procedure|COVID		Rate of UCI admission for surgery-related complication|Rate of surgery-specific death|Rate of coronaviruse positive serologies	Centre Hospitalier Universitaire de Nice	All	18 Years and older   (Adult, Older Adult)		120	Other	Observational	Observational Model: Cohort|Time Perspective: Retrospective	20urocovid.03	March 15, 2020	April 17, 2020	May 1, 2020	April 20, 2020		April 20, 2020	CHU de Nice, Nice, France		https://ClinicalTrials.gov/show/NCT04352699
794	NCT04343664	Mental Health Assessment Among Community Member During the Covid-19 Pandemic in Indonesia	New	Not yet recruiting	No Results Available	Mental Stress|Mental Health Wellness 1|Depression|Anxiety|Behavior Problem|Emotional Problem		Depression|Anxiety symptoms|Stress related problems|Behavior and emotional problem among children and adolescents	Tjhin Wiguna|Fakultas Kedokteran Universitas Indonesia|Dr Cipto Mangunkusumo General Hospital	All	4 Years and older   (Child, Adult, Older Adult)		10000	Other	Observational	Observational Model: Ecologic or Community|Time Perspective: Cross-Sectional	MH-Covid19	April 12, 2020	June 30, 2020	December 31, 2020	April 13, 2020		April 14, 2020	dr. Cipto Mangunkusumo General Hospital, Jakarta Pusat, DKI Jakarta, Indonesia		https://ClinicalTrials.gov/show/NCT04343664
795	NCT04341519	Psychological Burden in ICU Survivors of Severe COVID-19 Pneumonia, Their Relatives and Their Healthcare Providers	BURDENCOV	Not yet recruiting	No Results Available	Corona Virus Infection|Post-traumatic Stress Disorder	Behavioral: PTSD|Behavioral: Burnout	PTSD Family members sup 22|PTSD Family members|PTSD Patients|PTSD healthcare providers|HADS Family members|HADS Patients|SF36 Patients|Questionnaire Family members|Questionnaire Patients|Questionnaire healthcare providers|MBI healthcare providers|Karasec instrument healthcare providers	Assistance Publique - Hôpitaux de Paris	All	18 Years and older   (Adult, Older Adult)		1464	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	APHP200389	April 9, 2020	November 30, 2020	December 31, 2021	April 10, 2020		April 10, 2020	Saint-Louis Hospital, Paris, Ile De France, France		https://ClinicalTrials.gov/show/NCT04341519
796	NCT04274322	Identifying Critically-ill Patients With COVID-19 Who Will Benefit Most From Nutrition Support Therapy: Validation of the NUTRIC Nutritional Risk Assessment Tool		Active, not recruiting	No Results Available	Critically Ill|Coronavirus Infections	Other: Nutrition support	28-day all cause mortality|All cause infection|The rate of complications|Length of ICU stay|Duration of mechanical ventilation	Peking University Third Hospital|School of Pharmaceutical Sciences, Peking University, Beijing, China|Department of Medicine, Queen's University, Kingston, Ontario, Canada	All	18 Years and older   (Adult, Older Adult)		117	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	COV_NUTRIC	February 19, 2020	April 4, 2020	July 2020	February 18, 2020		April 8, 2020	Peking University Third Hospital, Beijing, China		https://ClinicalTrials.gov/show/NCT04274322
797	NCT04324073	Cohort Multiple Randomized Controlled Trials Open-label of Immune Modulatory Drugs and Other Treatments in COVID-19 Patients - Sarilumab Trial - CORIMUNO-19 - SARI	CORIMUNO-SARI	Active, not recruiting	No Results Available	Corona Virus Infection	Drug: Sarilumab	Survival without needs of ventilator utilization at day 14.|WHO progression scale <=5 at day 4|Cumulative incidence of successful tracheal extubation (defined as duration extubation > 48h) at day 14|WHO progression scale at day 4|WHO progression scale|Survival|28-day ventilator free-days|respiratory acidosis at day 4|PaO2/FiO2 ratio|time to oxygen supply independency|duration of hospitalization|time to negative viral excretion|time to ICU discharge|time to hospital discharge	Assistance Publique - Hôpitaux de Paris	All	18 Years and older   (Adult, Older Adult)	Phase 2|Phase 3	239	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	APHP200375-2	March 27, 2020	March 27, 2021	December 31, 2021	March 27, 2020		April 15, 2020	Kremlin Bicetre hospital APHP, Le Kremlin-Bicêtre, Ile De France, France|Cochin Aphp, Paris, Ile De France, France|HEGP, Paris, Ile De France, France|NECKER Hospital, Paris, France		https://ClinicalTrials.gov/show/NCT04324073
798	NCT04344041	COvid-19 and Vitamin D Supplementation: a Multicenter Randomized Controlled Trial of High Dose Versus Standard Dose Vitamin D3 in High-risk COVID-19 Patients (CoVitTrial)		Recruiting	No Results Available	Coronavirus	Drug: cholecalciferol 200,000 IU|Drug: cholecalciferol 50,000 IU	Number of death of any cause, during the 14 days following the inclusion and intervention.|Number of death of any cause, during the 28 days following the inclusion and intervention.|Clinical evolution between day 0 and day 14 based on the change of the WHO Ordinal Scale for Clinical Improvement (OSCI) for COVID-19|Clinical evolution between day 0 and day 28 based on the change of the OSCI for COVID-19|Rate of patients with at least one severe adverse event at day 28, according to the regulations|Number of death of any cause during the 14 days following the inclusion and intervention, in patients with severe hypovitaminosis D (25-OHD <25nmol/L) at baseline|Number of death of any cause during the 28 days following the inclusion and intervention, in patients with severe hypovitaminosis D (25-OHD <25nmol/L) at baseline|Clinical evolution between day 0 and day 14 based on the change of the OSCI for COVID-19, in patients with severe hypovitaminosis D (25-OHD <25nmol/L) at baseline|Clinical evolution between day 0 and day 28 based on the change of the OSCI for COVID-19, in patients with severe hypovitaminosis D (25-OHD<25nmol/L) at baseline|Number of death of any cause during the 14 days following the inclusion and intervention, depending on serum vitamin D concentration achieved at day 7 (25-OHD<75nmol/L or 25-OHD≥75nmol/L)|Number of death of any cause during the 28 days following the inclusion and intervention, depending on serum vitamin D concentration achieved at day 7 (25-OHD<75nmol/L or 25-OHD≥75nmol/L)|Clinical evolution between day 0 and day 14 based on the change of the OSCI for COVID-19, depending on serum vitamin D concentration achieved at day 7 (25-OHD<75nmol/L or 25-OHD≥75nmol/L)|Clinical evolution between day 0 and day 28 based on the change of the OSCI for COVID-19, depending on serum vitamin D concentration achieved at day 7 (25-OHD<75nmol/L or 25-OHD≥75nmol/L)|Number of death of any cause during the 14 days following the inclusion and intervention, in patients with severe hypovitaminosis D (25-OHD<25nmol/L) at day 0, depending on serum vitamin D concentration achieved at day 7 (<75nmol/L or ≥75nmol/L)|Number of death of any cause during the 28 days following the inclusion and intervention, in patients with severe hypovitaminosis D (25-OHD<25nmol/L) at day 0, depending on serum vitamin D concentration achieved at day 7 (<75nmol/L or ≥75nmol/L)|Clinical evolution between day 0 and day 14 based on the change of the OSCI for COVID-19, in patients with severe hypovitaminosis D (25-OHD<25nmol/L) at day 0, depending on serum vitamin D concentration achieved at day 7 (<75nmol/L or ≥75nmol/L)|Clinical evolution between day 0 and day 28 based on the change of the OSCI for COVID-19, in patients with severe hypovitaminosis D (25-OHD<25nmol/L) at day 0, depending on serum vitamin D concentration achieved at day 7 (<75nmol/L or ≥75nmol/L)	University Hospital, Angers|Mylan Laboratories	All	70 Years and older   (Older Adult)	Phase 3	260	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment	2020-001602-34	April 15, 2020	July 2020	July 2020	April 14, 2020		April 21, 2020	CHU Angers, Angers, France|CHU Bordeaux, Bordeaux, France|CH Le Mans, Le Mans, France|CHU Lille, Lille, France|CHU Limoges, Limoges, France|CHU Nantes, Nantes, France|CHU Nice, Nice, France|CHU Saint Etienne, Saint Etienne, France|CH Saumur, Saumur, France|CHU Tours, Tours, France		https://ClinicalTrials.gov/show/NCT04344041
